User,Client,"Client Type",Date,Duration,"Type Of Call","External Call Score"
"Sally Clarke","Michael Collins",Carer,"2021-10-12 02:04:06",7384,Outgoing,85
"Sally Clarke","Carole Hall",Carer,"2021-10-08 01:24:59",7857,Incoming,29
"Sally Clarke","Harrison Patel",Carer,"2021-10-08 10:21:02",2245,Outgoing,100
"Sally Clarke","Emma Harrison",Carer,"2021-10-17 06:39:20",6451,Outgoing,7
"Sally Clarke","Laura White",Carer,"2021-10-10 03:42:45",3480,Outgoing,59
"Sally Clarke","Samantha Reid",Carer,"2021-10-11 02:44:12",2159,Outgoing,12
"Sally Clarke","George Anderson",Nurse,"2021-10-11 10:11:28",4761,Outgoing,46
"Sally Clarke","Karl Davis",Nurse,"2021-10-13 08:45:29",4369,Incoming,32
"Sally Clarke","Evelyn Thomas",Carer,"2021-10-12 12:49:47",4365,Incoming,89
"Sally Clarke","Reece Hill",Nurse,"2021-10-10 10:36:27",9402,Incoming,33
"Sally Clarke","Paula Stevens",Carer,"2021-10-13 04:55:13",3106,Incoming,68
"Chris Reynolds","Quentin Morgan",Nurse,"2021-09-09 03:41:12",774,Outgoing,1
"Chris Reynolds","Benjamin Murphy",Carer,"2021-10-11 12:53:39",55,Outgoing,87
"Chris Reynolds","Joseph Murray",Carer,"2021-08-29 08:56:01",193,Outgoing,93
"Chris Reynolds","Karl Davis",Nurse,"2021-09-06 04:31:46",44,Incoming,7
"Chris Reynolds","Suzanne Allen",Nurse,"2021-10-03 08:26:44",743,Incoming,82
"Chris Reynolds","Vicky Hughes",Carer,"2021-08-19 08:29:39",243,Incoming,23
"Chris Reynolds","Adrian Ross",Carer,"2021-08-30 09:11:05",537,Outgoing,19
"Chris Reynolds","Kieran Wood",Carer,"2021-10-04 10:21:41",544,Incoming,63
"Chris Reynolds","Evelyn Thomas",Carer,"2021-09-07 07:09:23",590,Incoming,0
"Chris Reynolds","Reece Phillips",Nurse,"2021-09-23 08:45:41",314,Outgoing,66
"Chris Reynolds","Elsie Rogers",Nurse,"2021-08-17 07:10:24",9,Outgoing,69
"Chris Reynolds","Joel Palmer",Carer,"2021-09-24 04:52:56",298,Incoming,63
"Chris Reynolds","Barry Mason",Nurse,"2021-08-21 07:40:32",978,Outgoing,18
"Chris Reynolds","Elizabeth Jones",Nurse,"2021-10-10 06:31:05",777,Incoming,54
"Chris Reynolds","Jason Kennedy",Carer,"2021-09-09 10:02:32",164,Incoming,13
"Chris Reynolds","Mohammed Collins",Nurse,"2021-09-13 03:04:50",869,Outgoing,56
"Chris Reynolds","Lizzie Smith",Carer,"2021-08-21 08:07:49",387,Incoming,66
"Chris Reynolds","Tyler Miller",Carer,"2021-09-24 08:47:25",366,Outgoing,2
"Chris Reynolds","Peter Hughes",Nurse,"2021-09-21 06:39:49",342,Outgoing,61
"Chris Reynolds","Reece Gray",Nurse,"2021-08-19 03:04:04",750,Outgoing,26
"Chris Reynolds","Christopher Baker",Nurse,"2021-08-15 03:55:05",235,Incoming,5
"Chris Reynolds","Evelyn Thomas",Carer,"2021-10-10 05:11:24",977,Incoming,17
"Chris Reynolds","Becky Richardson",Carer,"2021-08-18 05:29:37",430,Outgoing,46
"Chris Reynolds","Reece Phillips",Nurse,"2021-09-14 09:15:54",991,Outgoing,55
"Chris Reynolds","Paula Stevens",Carer,"2021-10-08 08:07:00",944,Outgoing,19
"Chris Reynolds","Karl Bell",Nurse,"2021-09-03 09:53:55",481,Incoming,47
"Chris Reynolds","Quentin Collins",Nurse,"2021-09-26 11:32:23",913,Incoming,85
"Chris Reynolds","Laura White",Carer,"2021-09-14 08:30:17",955,Outgoing,44
"Chris Reynolds","Jason Kennedy",Carer,"2021-09-03 07:10:44",288,Incoming,23
"Chris Reynolds","Samantha Reid",Carer,"2021-09-06 08:34:10",831,Incoming,51
"Chris Reynolds","Imogen Bell",Nurse,"2021-09-02 10:57:20",643,Outgoing,70
"Chris Reynolds","Mike Scott",Carer,"2021-08-22 09:17:51",355,Outgoing,82
"Chris Reynolds","Beth Clark",Carer,"2021-09-20 02:45:52",287,Outgoing,65
"Chris Reynolds","Laura White",Carer,"2021-10-06 07:54:57",749,Outgoing,72
"Chris Reynolds","Tara Watson",Nurse,"2021-08-27 09:42:46",7,Outgoing,97
"Chris Reynolds","Emma Harrison",Carer,"2021-09-12 05:40:13",825,Outgoing,17
"Chris Reynolds","Ian Davies",Carer,"2021-08-26 05:06:47",353,Outgoing,5
"Chris Reynolds","Jessica Lewis",Nurse,"2021-08-15 07:03:47",976,Outgoing,15
"Chris Reynolds","Gordon Kelly",Nurse,"2021-08-26 05:58:20",687,Outgoing,68
"Chris Reynolds","Chris Davis",Carer,"2021-09-05 11:53:09",98,Incoming,73
"Chris Reynolds","Gordon Kelly",Nurse,"2021-09-02 01:18:04",855,Incoming,39
"Chris Reynolds","Joseph Murray",Carer,"2021-08-17 03:10:54",859,Outgoing,26
"Chris Reynolds","Jasmine Mitchell",Nurse,"2021-09-05 07:55:31",957,Incoming,84
"Chris Reynolds","Jennifer Cooper",Carer,"2021-09-12 04:49:49",982,Incoming,28
"Chris Reynolds","Ryan Turner",Carer,"2021-09-25 06:08:24",9,Incoming,29
"Chris Reynolds","Alexandra Hughes",Nurse,"2021-10-05 09:25:19",907,Outgoing,28
"Chris Reynolds","Jennifer Cooper",Carer,"2021-08-19 04:51:43",468,Outgoing,64
"Chris Reynolds","Jake Young",Nurse,"2021-10-06 06:58:04",905,Incoming,92
"Chris Reynolds","Evelyn Thomas",Carer,"2021-09-02 09:29:37",885,Incoming,90
"Chris Reynolds","Elliott Kelly",Nurse,"2021-10-05 06:54:26",135,Outgoing,68
"Chris Reynolds","Francesca Fox",Carer,"2021-09-21 05:54:48",626,Outgoing,91
"Chris Reynolds","Tony Ross",Nurse,"2021-09-29 04:21:52",209,Outgoing,18
"Chris Reynolds","Sonia Griffiths",Nurse,"2021-08-22 06:46:43",280,Outgoing,53
"Chris Reynolds","Jessica Lewis",Nurse,"2021-08-28 12:14:20",497,Incoming,96
"Chris Reynolds","Emma Harrison",Carer,"2021-08-29 08:18:13",902,Incoming,4
"Chris Reynolds","Tyler Miller",Carer,"2021-09-06 12:26:49",89,Outgoing,13
"Chris Reynolds","Tony Ross",Nurse,"2021-09-12 03:01:05",904,Incoming,58
"Chris Reynolds","Grace Walker",Nurse,"2021-09-04 10:15:09",763,Incoming,27
"Chris Reynolds","Zoe Wilkinson",Nurse,"2021-09-25 03:47:34",49,Outgoing,86
"Chris Reynolds","Jackson Jones",Carer,"2021-08-18 10:02:32",30,Outgoing,42
"Chris Reynolds","Kirsten Green",Carer,"2021-08-18 04:59:11",461,Outgoing,50
"Chris Reynolds","Quentin Collins",Nurse,"2021-10-06 11:38:47",816,Incoming,42
"Chris Reynolds","Tara Watson",Nurse,"2021-09-20 04:16:03",356,Incoming,20
"Chris Reynolds","Sienna Campbell",Carer,"2021-10-11 01:06:30",260,Incoming,87
"Chris Reynolds","Karl Bell",Nurse,"2021-10-05 03:59:15",821,Incoming,87
"Chris Reynolds","Elliott Kelly",Nurse,"2021-09-06 06:10:46",435,Incoming,11
"Chris Reynolds","Lizzie Smith",Carer,"2021-08-15 12:59:41",667,Incoming,38
"Chris Reynolds","Millie Cooper",Carer,"2021-09-15 10:03:10",178,Incoming,64
"Chris Reynolds","Poppy Johnson",Carer,"2021-09-14 12:52:39",353,Outgoing,38
"Chris Reynolds","Suzanne Marshall",Nurse,"2021-09-13 07:40:54",149,Outgoing,1
"Chris Reynolds","Harry Ross",Carer,"2021-08-16 09:26:25",616,Incoming,94
"Chris Reynolds","Ryan Graham",Carer,"2021-09-03 06:09:20",499,Incoming,94
"Chris Reynolds","Becky Griffiths",Carer,"2021-10-03 12:58:13",768,Incoming,31
"Chris Reynolds","Suzanne Allen",Nurse,"2021-10-01 04:02:17",69,Incoming,3
"Chris Reynolds","Tara Watson",Nurse,"2021-08-20 11:44:15",724,Incoming,60
"Chris Reynolds","Jake Young",Nurse,"2021-10-14 01:20:36",564,Outgoing,87
"Chris Reynolds","Christopher Khan",Carer,"2021-09-28 01:36:52",487,Incoming,77
"Chris Reynolds","Emma King",Nurse,"2021-09-06 01:52:09",506,Outgoing,91
"Chris Reynolds","Joanne Ross",Nurse,"2021-09-25 08:25:19",63,Incoming,34
"Chris Reynolds","Lilly Stewart",Carer,"2021-08-20 03:48:42",287,Incoming,75
"Chris Reynolds","Beth Clark",Carer,"2021-09-03 05:09:47",56,Incoming,25
"Chris Reynolds","Evelyn Evans",Nurse,"2021-08-17 11:31:18",872,Outgoing,47
"Chris Reynolds","George Anderson",Nurse,"2021-08-27 04:58:57",604,Outgoing,41
"Chris Reynolds","Donna Robinson",Carer,"2021-08-19 05:36:39",324,Outgoing,72
"Chris Reynolds","Reece Gray",Nurse,"2021-10-03 09:04:34",300,Incoming,56
"Chris Reynolds","Becky Griffiths",Carer,"2021-09-12 05:40:32",783,Outgoing,46
"Chris Reynolds","Suzanne Allen",Nurse,"2021-09-23 06:29:11",788,Outgoing,67
"Chris Reynolds","Elsie Rogers",Nurse,"2021-10-11 05:26:27",605,Outgoing,39
"Chris Reynolds","Ian Davies",Carer,"2021-08-16 04:56:52",223,Outgoing,26
"Chris Reynolds","Emma Harrison",Carer,"2021-10-10 11:07:04",814,Outgoing,25
"Chris Reynolds","George Anderson",Nurse,"2021-10-02 02:56:40",788,Outgoing,42
"Chris Reynolds","Summer Wright",Carer,"2021-09-15 03:36:33",530,Incoming,33
"Chris Reynolds","Joseph Murray",Carer,"2021-09-25 05:43:17",427,Outgoing,91
"Chris Reynolds","Steve Saunders",Carer,"2021-08-29 01:49:10",941,Incoming,75
"Chris Reynolds","Nathan Bell",Nurse,"2021-09-28 03:50:12",273,Outgoing,36
"Chris Reynolds","Donna Robinson",Carer,"2021-10-13 04:46:46",74,Incoming,91
"Chris Reynolds","Harvey Edwards",Nurse,"2021-09-06 12:41:10",125,Outgoing,83
"Chris Reynolds","Suzanne Marshall",Nurse,"2021-10-04 07:42:33",833,Incoming,48
"Chris Reynolds","Harvey Edwards",Nurse,"2021-10-04 02:53:00",390,Incoming,61
"Chris Reynolds","Jamie Mason",Nurse,"2021-10-12 10:42:00",52,Incoming,2
"Chris Reynolds","Ray Graham",Carer,"2021-09-06 02:56:22",637,Outgoing,82
"Chris Reynolds","Harvey Edwards",Nurse,"2021-08-28 05:52:52",370,Incoming,13
"Chris Reynolds","Reece Phillips",Nurse,"2021-08-16 09:23:31",928,Outgoing,58
"Chris Reynolds","Finley Hughes",Nurse,"2021-10-10 10:16:34",346,Outgoing,36
"Chris Reynolds","Nathan Bell",Nurse,"2021-09-28 01:40:29",202,Outgoing,61
"Chris Reynolds","Elliott Kelly",Nurse,"2021-09-18 04:50:02",117,Incoming,43
"Chris Reynolds","Evelyn Evans",Nurse,"2021-10-10 12:45:22",707,Outgoing,84
"Chris Reynolds","Evelyn Evans",Nurse,"2021-09-25 05:32:21",180,Outgoing,40
"Chris Reynolds","Andrew Wood",Carer,"2021-10-12 08:40:34",162,Incoming,54
"Chris Reynolds","Mohammed Collins",Nurse,"2021-10-13 01:35:00",805,Incoming,42
"Chris Reynolds","Becky Richardson",Carer,"2021-10-11 05:02:58",505,Incoming,54
"Chris Reynolds","Reece Gray",Nurse,"2021-08-24 01:39:38",856,Incoming,1
"Chris Reynolds","Jennifer Cooper",Carer,"2021-09-24 06:41:54",463,Outgoing,1
"Chris Reynolds","Dale Carter",Carer,"2021-08-20 11:36:27",341,Incoming,10
"Chris Reynolds","Gavin Knight",Carer,"2021-09-29 10:22:36",871,Incoming,19
"Chris Reynolds","Max Butler",Nurse,"2021-09-26 06:21:24",531,Incoming,50
"Chris Reynolds","Sonia Griffiths",Nurse,"2021-08-18 04:13:10",412,Outgoing,99
"Chris Reynolds","Rowena Stevens",Carer,"2021-08-18 08:29:25",362,Outgoing,0
"Chris Reynolds","Reece Phillips",Nurse,"2021-09-26 08:05:30",564,Outgoing,80
"Chris Reynolds","Evelyn Thomas",Carer,"2021-10-02 10:35:26",16,Outgoing,10
"Chris Reynolds","Zachary Wilkinson",Carer,"2021-09-26 06:35:00",626,Incoming,30
"Chris Reynolds","Sienna Campbell",Carer,"2021-10-14 02:41:01",26,Incoming,71
"Chris Reynolds","Kieran Wood",Carer,"2021-09-04 10:51:28",872,Incoming,45
"Chris Reynolds","Ryan Turner",Carer,"2021-09-15 01:28:28",789,Incoming,70
"Chris Reynolds","George Anderson",Nurse,"2021-08-27 06:39:54",801,Outgoing,42
"Chris Reynolds","Andrew Wood",Carer,"2021-08-27 05:48:01",606,Incoming,44
"Chris Reynolds","Emma King",Nurse,"2021-08-26 09:34:34",480,Incoming,56
"Chris Reynolds","Imogen Bell",Nurse,"2021-10-07 06:55:57",834,Incoming,35
"Chris Reynolds","Joanne Ross",Nurse,"2021-09-18 10:30:44",358,Incoming,23
"Chris Reynolds","Elliott Griffiths",Carer,"2021-09-30 02:53:26",105,Incoming,44
"Chris Reynolds","Carole Hall",Carer,"2021-08-25 06:36:32",144,Outgoing,64
"Chris Reynolds","Joseph Murray",Carer,"2021-09-01 11:53:16",12,Incoming,88
"Chris Reynolds","Ray Graham",Carer,"2021-09-11 02:01:44",782,Outgoing,64
"Chris Reynolds","Nathan Bell",Nurse,"2021-08-16 12:52:43",8,Outgoing,7
"Chris Reynolds","Peter Hughes",Nurse,"2021-10-14 03:32:55",521,Incoming,47
"Chris Reynolds","Charlotte Harris",Carer,"2021-09-21 10:39:33",46,Incoming,15
"Chris Reynolds","Jessica Lewis",Nurse,"2021-09-04 12:09:09",727,Incoming,81
"Chris Reynolds","Yvonne Gray",Nurse,"2021-10-04 05:25:34",99,Incoming,73
"Chris Reynolds","Poppy Johnson",Carer,"2021-10-02 04:31:38",757,Incoming,52
"Chris Reynolds","Kimberly Adams",Carer,"2021-08-25 05:56:15",666,Incoming,62
"Chris Reynolds","Christopher Baker",Nurse,"2021-10-04 06:28:40",593,Outgoing,64
"Chris Reynolds","Gordon Kelly",Nurse,"2021-09-11 03:13:15",100,Incoming,86
"Chris Reynolds","Jake Young",Nurse,"2021-08-19 04:54:12",465,Outgoing,68
"Chris Reynolds","Joanne Ross",Nurse,"2021-10-07 05:46:16",551,Outgoing,67
"Chris Reynolds","Rowena Stevens",Carer,"2021-10-11 09:14:15",51,Incoming,0
"Chris Reynolds","Abbie Holmes",Nurse,"2021-09-02 09:52:58",370,Incoming,51
"Chris Reynolds","Joseph Murray",Carer,"2021-09-27 10:02:24",479,Outgoing,70
"Chris Reynolds","Bruce James",Nurse,"2021-09-03 01:03:41",991,Outgoing,18
"Chris Reynolds","Jennifer Cooper",Carer,"2021-08-31 06:43:21",418,Incoming,22
"Chris Reynolds","Quentin Collins",Nurse,"2021-09-07 12:20:30",11,Incoming,43
"Chris Reynolds","Stefan James",Nurse,"2021-09-10 12:42:58",433,Incoming,79
"Chris Reynolds","Abbie Holmes",Nurse,"2021-10-11 06:22:21",3965,Incoming,62
"Chris Reynolds","Erin Roberts",Nurse,"2021-10-14 11:00:23",7926,Outgoing,34
"Chris Reynolds","Elsie Rogers",Nurse,"2021-10-13 10:53:46",4352,Outgoing,23
"Chris Reynolds","Lizzie Smith",Carer,"2021-10-16 02:13:10",6500,Incoming,89
"Chris Reynolds","Ross Owen",Nurse,"2021-10-16 08:54:03",9244,Outgoing,16
"Chris Reynolds","Sasha Cox",Nurse,"2021-10-13 04:47:44",3196,Outgoing,32
"Chris Reynolds","Peter Hughes",Nurse,"2021-10-10 02:30:55",9074,Outgoing,10
"Chris Reynolds","Tony Ross",Nurse,"2021-10-14 01:08:37",510,Outgoing,16
"Chris Reynolds","Elliott Griffiths",Carer,"2021-10-09 03:22:47",5113,Outgoing,13
"Chris Reynolds","Emma King",Nurse,"2021-10-12 10:20:34",7808,Outgoing,97
"Chris Reynolds","Vicky Hughes",Carer,"2021-10-13 06:40:24",7077,Incoming,75
"Chris Reynolds","Chris Davis",Carer,"2021-10-15 01:18:57",1981,Outgoing,23
"Chris Reynolds","Ray Graham",Carer,"2021-10-08 03:08:42",3268,Outgoing,4
"Chris Reynolds","Jake Young",Nurse,"2021-10-16 02:02:37",8386,Outgoing,72
"Chris Reynolds","Donna Robinson",Carer,"2021-10-08 04:07:19",6271,Incoming,78
"Chris Reynolds","Dale Carter",Carer,"2021-10-15 12:58:28",8105,Incoming,92
"Chris Reynolds","Elliott Griffiths",Carer,"2021-10-13 03:17:33",8280,Incoming,99
"Chris Reynolds","Suzanne Marshall",Nurse,"2021-10-12 04:40:01",7328,Incoming,81
"Chris Reynolds","Reece Gray",Nurse,"2021-10-09 01:54:52",8270,Outgoing,35
"Chris Reynolds","Yvonne Gray",Nurse,"2021-10-15 05:55:00",1854,Outgoing,42
"Chris Reynolds","Ray Graham",Carer,"2021-10-12 10:10:18",8648,Incoming,100
"Chris Reynolds","Emma Harrison",Carer,"2021-10-14 06:37:33",3514,Outgoing,17
"Chris Reynolds","Mohammed Collins",Nurse,"2021-10-09 06:10:16",9438,Incoming,29
"Chris Reynolds","Evelyn Evans",Nurse,"2021-10-13 09:28:36",4246,Outgoing,24
"Chris Reynolds","Mary Taylor",Nurse,"2021-10-14 02:52:34",7159,Outgoing,18
"Chris Reynolds","Elizabeth Jones",Nurse,"2021-10-15 01:02:50",9505,Incoming,75
"Chris Reynolds","Millie Cooper",Carer,"2021-10-15 06:19:46",7062,Incoming,96
"Chris Reynolds","Imogen Bell",Nurse,"2021-10-10 11:31:53",2756,Outgoing,18
"Chris Reynolds","Elliott Kelly",Nurse,"2021-10-16 05:54:21",1509,Incoming,0
"Chris Reynolds","Reece Phillips",Nurse,"2021-10-10 01:52:34",7113,Incoming,38
"Chris Reynolds","Jamie Mason",Nurse,"2021-10-10 09:03:25",438,Outgoing,79
"Chris Reynolds","Dale Carter",Carer,"2021-10-10 11:26:20",4694,Incoming,17
"Chris Reynolds","Sasha Cox",Nurse,"2021-10-11 08:54:21",4761,Incoming,36
"Chris Reynolds","Steve Saunders",Carer,"2021-10-13 12:58:48",7575,Outgoing,95
"Chris Reynolds","Karl Bell",Nurse,"2021-10-08 02:10:12",9593,Outgoing,33
"Chris Reynolds","Ray Graham",Carer,"2021-10-10 02:08:01",1125,Incoming,9
"Chris Reynolds","Quentin Collins",Nurse,"2021-10-11 12:50:49",2895,Outgoing,14
"Chris Reynolds","Becky Griffiths",Carer,"2021-10-09 03:28:12",4013,Outgoing,55
"Chris Reynolds","Christopher Khan",Carer,"2021-10-13 10:25:28",3264,Outgoing,1
"Chris Reynolds","Nathan Bell",Nurse,"2021-10-13 05:14:55",2523,Outgoing,37
"Chris Reynolds","Quentin Morgan",Nurse,"2021-10-12 07:50:40",1036,Outgoing,87
"Chris Reynolds","Andrew Wood",Carer,"2021-10-14 07:44:14",7057,Incoming,59
"Chris Reynolds","Peter Hughes",Nurse,"2021-10-10 04:57:14",7433,Incoming,44
"Chris Reynolds","Christopher Khan",Carer,"2021-10-11 11:34:35",2726,Incoming,99
"Chris Reynolds","Finley Hughes",Nurse,"2021-10-17 02:16:51",6204,Outgoing,96
"Chris Reynolds","Evie Bailey",Carer,"2021-10-09 03:24:54",1794,Incoming,86
"Chris Reynolds","Imogen Bell",Nurse,"2021-10-12 08:20:50",307,Incoming,56
"Chris Reynolds","Dale Carter",Carer,"2021-10-12 05:41:16",498,Incoming,79
"Chris Reynolds","Evelyn Evans",Nurse,"2021-10-09 11:46:46",8421,Incoming,29
"Chris Reynolds","Gavin Knight",Carer,"2021-10-14 09:33:11",9878,Outgoing,47
"Chris Reynolds","Steve Saunders",Carer,"2021-10-09 06:52:58",7474,Outgoing,60
"Chris Reynolds","Jamie Mason",Nurse,"2021-10-13 11:59:46",3024,Outgoing,94
"Chris Reynolds","Mary Taylor",Nurse,"2021-10-09 11:20:47",3914,Outgoing,61
"Chris Reynolds","Harvey Edwards",Nurse,"2021-10-16 05:57:49",6212,Incoming,55
"Chris Reynolds","Samantha Reid",Carer,"2021-10-11 03:02:59",5246,Incoming,62
"Chris Reynolds","Adrian Ross",Carer,"2021-10-11 12:48:19",3376,Outgoing,39
"Chris Reynolds","Adrian Ross",Carer,"2021-10-11 07:33:51",7973,Outgoing,69
"Chris Reynolds","Peter Hughes",Nurse,"2021-10-09 02:48:30",7774,Incoming,30
"Chris Reynolds","Harry Ross",Carer,"2021-10-15 05:16:03",3835,Outgoing,46
"Chris Reynolds","Zoe Wilkinson",Nurse,"2021-10-10 02:07:07",1366,Incoming,47
"Chris Reynolds","Finley Hughes",Nurse,"2021-10-12 04:28:23",1231,Outgoing,92
"Chris Reynolds","Quentin Collins",Nurse,"2021-10-16 07:24:29",4219,Incoming,18
"Chris Reynolds","Yvonne Gray",Nurse,"2021-10-17 11:14:04",9135,Incoming,6
"Chris Reynolds","Evie Bailey",Carer,"2021-10-09 01:23:07",273,Incoming,12
"Chris Reynolds","Zachary Wilkinson",Carer,"2021-10-10 01:58:53",6683,Outgoing,93
"Chris Reynolds","Reece Gray",Nurse,"2021-10-13 06:30:45",5898,Outgoing,13
"Chris Reynolds","Erin Roberts",Nurse,"2021-10-15 03:17:08",6589,Outgoing,2
"Chris Reynolds","Joel Palmer",Carer,"2021-10-16 11:17:57",1702,Outgoing,77
"Chris Reynolds","Charlotte Harris",Carer,"2021-10-17 08:32:08",7530,Outgoing,45
"Chris Reynolds","Reece Hill",Nurse,"2021-10-17 07:11:55",2894,Incoming,100
"Chris Reynolds","Elsie Rogers",Nurse,"2021-10-14 03:00:44",6704,Incoming,63
"Chris Reynolds","Barry Mason",Nurse,"2021-10-15 06:03:39",7240,Outgoing,65
"Chris Reynolds","Joel Palmer",Carer,"2021-10-11 05:14:53",9796,Outgoing,53
"Chris Reynolds","Francesca Fox",Carer,"2021-10-15 02:12:10",1989,Outgoing,39
"Chris Reynolds","Graham Harris",Nurse,"2021-10-08 11:45:05",290,Outgoing,91
"Victoria Hughes","Gavin Knight",Carer,"2021-09-23 09:31:15",849,Outgoing,23
"Victoria Hughes","Charlotte Harris",Carer,"2021-09-24 11:21:39",305,Incoming,0
"Victoria Hughes","Reece Hill",Nurse,"2021-08-29 04:24:59",385,Outgoing,11
"Victoria Hughes","Bruce James",Nurse,"2021-09-03 05:30:15",345,Incoming,20
"Victoria Hughes","Elizabeth Jones",Nurse,"2021-10-12 07:13:52",595,Incoming,50
"Victoria Hughes","Erin Roberts",Nurse,"2021-10-12 08:49:03",8,Incoming,75
"Victoria Hughes","Evelyn Thomas",Carer,"2021-10-11 06:41:42",231,Outgoing,77
"Victoria Hughes","Jasmine Mitchell",Nurse,"2021-10-08 07:26:23",564,Outgoing,58
"Victoria Hughes","Harry Ross",Carer,"2021-08-23 01:38:30",969,Outgoing,83
"Victoria Hughes","Steve Saunders",Carer,"2021-09-12 04:44:40",365,Outgoing,24
"Victoria Hughes","Becky Richardson",Carer,"2021-09-06 09:26:24",197,Incoming,18
"Victoria Hughes","Becky Griffiths",Carer,"2021-08-26 03:52:29",448,Outgoing,6
"Victoria Hughes","Karl Bell",Nurse,"2021-09-14 12:27:57",67,Incoming,58
"Victoria Hughes","Evelyn Thomas",Carer,"2021-10-14 02:17:29",313,Outgoing,86
"Victoria Hughes","Tyler Miller",Carer,"2021-09-04 12:18:45",552,Outgoing,64
"Victoria Hughes","Max Butler",Nurse,"2021-09-07 04:29:06",769,Outgoing,57
"Victoria Hughes","Ray Graham",Carer,"2021-09-27 11:21:30",921,Outgoing,77
"Victoria Hughes","Evelyn Evans",Nurse,"2021-08-27 05:59:55",24,Incoming,49
"Victoria Hughes","George Anderson",Nurse,"2021-08-29 11:31:40",128,Outgoing,42
"Victoria Hughes","Kirsten Green",Carer,"2021-09-25 07:47:47",852,Outgoing,48
"Victoria Hughes","Sasha Cox",Nurse,"2021-09-18 05:42:43",986,Outgoing,68
"Victoria Hughes","Alexandra Hughes",Nurse,"2021-10-02 04:13:21",467,Incoming,28
"Victoria Hughes","Rowena Stevens",Carer,"2021-08-27 05:49:39",276,Outgoing,94
"Victoria Hughes","Quentin Collins",Nurse,"2021-08-23 01:12:42",644,Outgoing,51
"Victoria Hughes","Evie Bailey",Carer,"2021-10-08 07:10:30",286,Outgoing,55
"Victoria Hughes","Paula Stevens",Carer,"2021-09-25 05:56:55",175,Outgoing,85
"Victoria Hughes","Elsie Rogers",Nurse,"2021-08-31 10:47:39",840,Incoming,43
"Victoria Hughes","Elizabeth Jones",Nurse,"2021-10-14 12:56:29",528,Incoming,40
"Victoria Hughes","Francesca Fox",Carer,"2021-08-21 10:44:09",926,Outgoing,10
"Victoria Hughes","Jake Young",Nurse,"2021-10-13 11:20:19",900,Outgoing,10
"Victoria Hughes","Gavin Knight",Carer,"2021-08-27 04:11:19",527,Incoming,59
"Victoria Hughes","Sienna Campbell",Carer,"2021-09-14 03:13:13",72,Incoming,62
"Victoria Hughes","Gordon Kelly",Nurse,"2021-09-25 10:48:43",553,Incoming,51
"Victoria Hughes","Jasmine Mitchell",Nurse,"2021-09-15 12:07:45",812,Outgoing,79
"Victoria Hughes","Reece Hill",Nurse,"2021-10-09 05:22:38",499,Outgoing,81
"Victoria Hughes","Poppy Johnson",Carer,"2021-10-03 02:34:36",747,Outgoing,2
"Victoria Hughes","Barry Mason",Nurse,"2021-09-02 11:52:31",402,Outgoing,66
"Victoria Hughes","Elliott Griffiths",Carer,"2021-09-15 06:29:43",508,Outgoing,81
"Victoria Hughes","Zachary Wilkinson",Carer,"2021-09-18 06:15:09",182,Incoming,37
"Victoria Hughes","Quentin Collins",Nurse,"2021-09-17 05:18:59",547,Incoming,58
"Victoria Hughes","Kirsten Green",Carer,"2021-10-14 05:36:23",186,Incoming,66
"Victoria Hughes","Alexa Watson",Carer,"2021-08-29 01:22:57",156,Outgoing,99
"Victoria Hughes","Reece Hill",Nurse,"2021-10-08 07:03:40",715,Outgoing,32
"Victoria Hughes","Imogen Bell",Nurse,"2021-08-26 03:20:01",799,Incoming,47
"Victoria Hughes","Jamie Mason",Nurse,"2021-09-15 11:23:25",976,Outgoing,77
"Victoria Hughes","Elliott Griffiths",Carer,"2021-09-09 12:19:04",900,Outgoing,94
"Victoria Hughes","Ryan Graham",Carer,"2021-09-23 07:32:24",990,Outgoing,33
"Victoria Hughes","Ryan Turner",Carer,"2021-09-08 12:19:08",120,Outgoing,42
"Victoria Hughes","Steve Saunders",Carer,"2021-09-07 08:54:51",84,Outgoing,30
"Victoria Hughes","Imogen Bell",Nurse,"2021-09-07 02:54:42",305,Outgoing,79
"Victoria Hughes","Quentin Collins",Nurse,"2021-09-12 09:38:51",610,Outgoing,2
"Victoria Hughes","Adrian Ross",Carer,"2021-09-09 02:11:59",485,Incoming,98
"Victoria Hughes","Rowena Stevens",Carer,"2021-08-30 12:59:06",800,Incoming,46
"Victoria Hughes","Reece Phillips",Nurse,"2021-09-23 07:29:14",575,Outgoing,28
"Victoria Hughes","Emma King",Nurse,"2021-08-24 10:03:11",742,Outgoing,58
"Victoria Hughes","Finley Hughes",Nurse,"2021-09-15 09:40:22",239,Incoming,13
"Victoria Hughes","Vicky Hughes",Carer,"2021-09-18 05:17:01",461,Outgoing,52
"Victoria Hughes","Karl Davis",Nurse,"2021-09-28 04:26:02",921,Outgoing,29
"Victoria Hughes","Gavin Knight",Carer,"2021-09-12 07:06:25",628,Outgoing,0
"Victoria Hughes","Ian Davies",Carer,"2021-10-03 06:32:51",782,Incoming,37
"Victoria Hughes","Evelyn Thomas",Carer,"2021-10-05 06:29:55",636,Incoming,6
"Victoria Hughes","Jamie Mason",Nurse,"2021-09-23 09:01:23",147,Outgoing,15
"Victoria Hughes","Abbie Holmes",Nurse,"2021-10-03 02:59:28",956,Incoming,20
